index,title,url,site,category,language,course_type,subcategory,intro,duration_seconds,rating
4474,Sports Performance: Exploring Sport Psychology,https://www.futurelearn.com/courses/sports-performance-exploring-sport-psychology,Future Learn,Non defined,Non defined,Non defined,Non defined,Explore how sport psychology can contribute to supporting your own or others’ sports performance.,144000,2.5
4475,Sports Performance: Training the Body for Sport ,https://www.futurelearn.com/courses/sports-performance-training-the-body-for-sport,Future Learn,Non defined,Non defined,Non defined,Non defined,Explore how to meet athletes’ training needs using modern strength and conditioning training alongside effective monitoring.,144000,2.5
4478,What is Leadership?,https://www.futurelearn.com/courses/what-is-leadership,Future Learn,Non defined,Non defined,Non defined,Non defined,Leadership is often misunderstood due to its complex nature. Learn what being a leader means and how you can practice leadership.,72000,2.5
4480,Coaching Skills: A changing landscape,https://www.futurelearn.com/courses/coaching1,Future Learn,Non defined,Non defined,Non defined,Non defined,Learn how coaching has changed over time and how to navigate this fast-moving landscape. ,72000,2.5
4481,Coaching Skills: An athlete-centred approach,https://www.futurelearn.com/courses/coaching2,Future Learn,Non defined,Non defined,Non defined,Non defined,Find out what happens when you place teams and individuals at the centre of their own learning and reflection.,72000,2.5
4482,Coaching Skills: Leadership and self-awareness,https://www.futurelearn.com/courses/coaching3,Future Learn,Non defined,Non defined,Non defined,Non defined,"Explore how self-awareness affects coaching and leadership, learning how to become emotionally intelligent and self-aware._x000D_
",72000,2.5
4483,Coaching Skills: Team culture,https://www.futurelearn.com/courses/coaching4,Future Learn,Non defined,Non defined,Non defined,Non defined,"Discover the importance of defining meaning and purpose to create a positive, supportive and inclusive team culture. ",72000,2.5
4484,Coaching Skills: The mental game,https://www.futurelearn.com/courses/coaching5,Future Learn,Non defined,Non defined,Non defined,Non defined,"Understand how to coach the ‘mental game’ by investigating and managing the impact of fear, flow and focus on performance.",72000,2.5
4487,Helping Young People Manage Low Mood and Depression,https://www.futurelearn.com/courses/helping-young-people-manage-low-mood-and-depression,Future Learn,Non defined,Non defined,Non defined,Non defined,Explore practical ways to help young people manage their mood and maintain healthy habits.,72000,2.5
4488,Teaching Students Who Have Suffered Complex Trauma,https://www.futurelearn.com/courses/teaching-students-trauma,Future Learn,Non defined,Non defined,Non defined,Non defined,"Find out what complex trauma is, how it affects children and adolescents, and what can be done to help. ",72000,2.5
4489,Child Protection for Teachers,https://www.futurelearn.com/courses/child-protection-teachers,Future Learn,Non defined,Non defined,Non defined,Non defined,Feel empowered to protect your students by identifying and reporting signs of child abuse and neglect.,72000,2.5
4491,Understanding ADHD: Current Research and Practice,https://www.futurelearn.com/courses/understanding-adhd,Future Learn,Non defined,Non defined,Non defined,Non defined,"Learn about attention deficit hyperactivity disorder (ADHD) including ADHD symptoms, the latest research and ADHD treatment.",144000,2.5
4496,Good Practice in Autism Education,https://www.futurelearn.com/courses/autism-education,Future Learn,Non defined,Non defined,Non defined,Non defined,Discover the best practices in autism education and learn how to create an inclusive curriculum for autistic children.,144000,2.5
4499,Understanding Autism,https://www.futurelearn.com/courses/autism,Future Learn,Non defined,Non defined,Non defined,Non defined,Understand more about autistic people from autistic perspectives with this CPD-certified course.,144000,2.5
4500,Childhood Adversity: The Impact of Childhood Maltreatment on Mental Health,https://www.futurelearn.com/courses/childhood-adversity-and-mental-health,Future Learn,Non defined,Non defined,Non defined,Non defined,"Explore the connection between childhood adversity and mental health, and enhance your knowledge of mental health in young people.",108000,2.5
4501,Supporting Adolescent Learners: Social and Emotional Wellbeing,https://www.futurelearn.com/courses/supporting-adolescent-learners,Future Learn,Non defined,Non defined,Non defined,Non defined,Learn to support adolescent learners with their social and emotional wellbeing through a variety of approaches.,72000,2.5
4504,Coping with Changes: Social-Emotional Learning Through Play,https://www.futurelearn.com/courses/coping-with-changes,Future Learn,Non defined,Non defined,Non defined,Non defined,"18,619 enrolled on this course",324000,2.5
4507,Integrated Healthcare for Children with Developmental Disabilities,https://www.futurelearn.com/courses/children-with-developmental-disabilities,Future Learn,Non defined,Non defined,Non defined,Non defined,Discover how to improve the health and wellbeing of children with developmental disabilities.,108000,2.5
4509,Exploring Cancer Medicines,https://www.futurelearn.com/courses/exploring-cancer-medicines,Future Learn,Non defined,Non defined,Non defined,Non defined,Explore the use of medicines in treating cancer and take your first steps towards becoming a science writer.,72000,2.5
4510,Introduction to Translational Research: Connecting Scientists and Medical Doctors,https://www.futurelearn.com/courses/translational-research,Future Learn,Non defined,Non defined,Non defined,Non defined,Understand the emerging discipline of translational medicine and the process of taking research from ‘benchside’ to ‘bedside'.,216000,2.5
4511,Biochemistry: the Molecules of Life,https://www.futurelearn.com/courses/biochemistry,Future Learn,Non defined,Non defined,Non defined,Non defined,"Explore the impact of biochemistry on bioenergy and health, discovering why graduates are in demand.",108000,2.5
4512,Discovering Science: Atmospheric Chemistry,https://www.futurelearn.com/courses/discovering-science-atmospheric-chemistry,Future Learn,Non defined,Non defined,Non defined,Non defined,"What can we learn about Earth, and other planets in and beyond our solar system, by studying their atmospheres?",72000,2.5
4513,Discovering Science: Chemical Products,https://www.futurelearn.com/courses/discovering-science-chemical-products,Future Learn,Non defined,Non defined,Non defined,Non defined,"With chemistry providing us an endless amount of possibilities, what would you choose to develop?",72000,2.5
4514,Discovering Science: Global Challenges,https://www.futurelearn.com/courses/discovering-science-global-challenges,Future Learn,Non defined,Non defined,Non defined,Non defined,"Can chemistry help to feed a growing population, or overcome increasing bacterial resistance?",72000,2.5
4515,Discovering Science: Medicinal Chemistry,https://www.futurelearn.com/courses/discovering-science-medicinal-chemistry,Future Learn,Non defined,Non defined,Non defined,Non defined,What role does chemistry play in healthcare and our ability to diagnose and treat patients?,72000,2.5
4516,Understanding Biological Energy,https://www.futurelearn.com/courses/biological-energy,Future Learn,Non defined,Non defined,Non defined,Non defined,Get an introduction to energy and explore how humans and other living things obtain and use their biological energy sources.,144000,2.5
4518,Introduction to Thermodynamics,https://www.futurelearn.com/courses/introduction-to-thermodynamics,Future Learn,Non defined,Non defined,Non defined,Non defined,"_x000D_
Discover the laws of thermodynamics as you learn how to calculate chemical properties and predict chemical reactions.  ",108000,2.5
4519,Earth and Life,https://www.futurelearn.com/courses/earth-and-life,Future Learn,Non defined,Non defined,Non defined,Non defined,"From the beginning to where we are now, explore the formation of the Earth and the history of life on the blue planet.",108000,2.5
4520,Habitability,https://www.futurelearn.com/courses/habitability,Future Learn,Non defined,Non defined,Non defined,Non defined,"Learn what makes the Earth so special, and why ‘habitable’ doesn’t always mean ‘inhabited’.",108000,2.5
4521,Icy Moons and Exoplanets,https://www.futurelearn.com/courses/icy-moons-and-exoplanets,Future Learn,Non defined,Non defined,Non defined,Non defined,"Explore the potential for life on icy moons, what exoplanets look like, and the role biosignatures play in the search for life.",108000,2.5
4522,Life on Mars,https://www.futurelearn.com/courses/life-on-mars,Future Learn,Non defined,Non defined,Non defined,Non defined,"Discover our neighbouring planet, Mars, and delve into the missions and mysteries surrounding life on the planet.",108000,2.5
4523,The Future of Life,https://www.futurelearn.com/courses/future-of-life,Future Learn,Non defined,Non defined,Non defined,Non defined,Explore the threats facing human civilisation on Earth and discover the possible ways that we could colonise other planets.,108000,2.5
4524,Foundations of Science for Undergraduate Degrees,https://www.futurelearn.com/courses/foundations-of-science,Future Learn,Non defined,Non defined,Non defined,Non defined,Develop the right skills for study and assessment in higher education while refreshing your core science knowledge.,180000,2.5
4525,Exploring Everyday Chemistry,https://www.futurelearn.com/courses/everyday-chemistry,Future Learn,Non defined,Non defined,Non defined,Non defined,"Explore the organic chemistry behind perfume, medicine, brewing and sport from one of the UK's leading universities",144000,2.5
4526,Antimicrobial Resistance in the Food Chain,https://www.futurelearn.com/courses/antimicrobial-resistance-food-chain,Future Learn,Non defined,Non defined,Non defined,Non defined,Explore how antibiotic use in farming contributes towards resistant bacteria in our food chain. What can we do about this issue?,108000,2.5
4527,Identifying Food Fraud,https://www.futurelearn.com/courses/food-fraud,Future Learn,Non defined,Non defined,Non defined,Non defined,An introduction to modern analytical science techniques and how they can be used to uncover food fraud.,144000,2.5
4529,An Introduction to Machine Learning in Quantitative Finance,https://www.futurelearn.com/courses/an-introduction-to-machine-learning-in-quantitative-finance,Future Learn,Non defined,Non defined,Non defined,Non defined,Discover how machine learning can be used to solve financial data problems and create informative insights and predictions.,144000,2.5
4532,Data Science Projects and Applications,https://www.futurelearn.com/courses/data-science-projects-and-applications,Future Learn,Non defined,Non defined,Non defined,Non defined,"Investigate the concepts and theories of applied data science needed to store, manipulate, and visualise huge amounts of data.",72000,2.5
4533,Microsoft Future Ready: Fundamentals of Big Data,https://www.futurelearn.com/courses/introtobigdata,Future Learn,Non defined,Non defined,Non defined,Non defined,Master the basics of big data as you use Microsoft Azure to explore the concepts and technologies to solve big data problems.,72000,2.5
4538,Introduction to Data Science for Educators,https://www.futurelearn.com/courses/data-science-for-educators,Future Learn,Non defined,Non defined,Non defined,Non defined,Master the basics of data science and learn how to use this knowledge to enhance your teaching practices.,288000,2.5
4539,Cancer in the 21st Century: The Genomic Revolution,https://www.futurelearn.com/courses/cancer-and-the-genomic-revolution,Future Learn,Non defined,Non defined,Non defined,Non defined,"42,517 enrolled on this course",144000,2.5
4541,An Introduction to Artificial Intelligence in the Tourism Industry,https://www.futurelearn.com/courses/introduction-artificial-intelligence-tourism,Future Learn,Non defined,Non defined,Non defined,Non defined,"Discover how artificial intelligence is set to shape the future of tourism, in this introductory tourism management course.",72000,2.5
4544,Process Mining in Healthcare,https://www.futurelearn.com/courses/process-mining-healthcare,Future Learn,Non defined,Non defined,Non defined,Non defined,Learn how process mining can be used to turn healthcare data into valuable insights to improve patient care while reducing costs.,144000,2.5
4546,Microsoft Future Ready: Data Query with Transact-SQL (T-SQL),https://www.futurelearn.com/courses/querying-data-with-transact-sql-r,Future Learn,Non defined,Non defined,Non defined,Non defined,Transact-SQL is an essential skill for data professionals and developers working with SQL databases.,144000,2.5
4548,Microsoft Future Ready: Fundamentals to R for Data Science,https://www.futurelearn.com/courses/introductiontorfordatascience-r,Future Learn,Non defined,Non defined,Non defined,Non defined,R is rapidly becoming the leading language in data science and statistics.,108000,2.5
4550,Microsoft Future Ready: Introduction to Data Science,https://www.futurelearn.com/courses/cloudswyft-introduction-to-data-science-r,Future Learn,Non defined,Non defined,Non defined,Non defined,This course is designed as one advanced next step from the Introduction to Data Science course.,72000,2.5
4562,Data Science in the Games Industry,https://www.futurelearn.com/courses/gaming-big-data,Future Learn,Non defined,Non defined,Non defined,Non defined,Learn how the games industry can use big data to enhance the gaming experience and increase profits. ,144000,2.5
4565,Moons,https://www.futurelearn.com/courses/moons,Future Learn,Non defined,Non defined,Non defined,Non defined,"Explore the many moons of our Solar System. Find out what makes them special and ask whether we send humans to our Moon again._x000D_
",288000,2.5
4573,Come Rain or Shine: Understanding the Weather,https://www.futurelearn.com/courses/come-rain-or-shine,Future Learn,Non defined,Non defined,Non defined,Non defined,Understand and explore the physical processes behind the weather,108000,2.5
4575,Extreme Geological Events,https://www.futurelearn.com/courses/extreme-geological-events,Future Learn,Non defined,Non defined,Non defined,Non defined,Explore how extreme geological events have shaped Earth and what challenges future events might pose to our planet.,108000,2.5
4576,Hurricane Tracking with Satellite Data,https://www.futurelearn.com/courses/hurricane-tracking-satellite-data,Future Learn,Non defined,Non defined,Non defined,Non defined,Discover data analytics and learn how to process and interpret satellite data to track hurricanes.,180000,2.5
4582,Learn About Weather,https://www.futurelearn.com/courses/learn-about-weather,Future Learn,Non defined,Non defined,Non defined,Non defined,Explore all things weather - from storms to climate - with this course that looks at the basic processes behind the weather.,144000,2.5
4584,"The Biology of Bugs, Brains, and Beasts",https://www.futurelearn.com/courses/the-biology-of-bugs-brains-and-beasts,Future Learn,Non defined,Non defined,Non defined,Non defined,Improve your understanding of some of the key concepts in A level biology and discover what's involved in higher level study.,108000,2.5
4588,So You Want to Study Life Science?,https://www.futurelearn.com/courses/so-you-want-to-study-life-science,Future Learn,Non defined,Non defined,Non defined,Non defined,Explore the exciting subjects within life sciences and the rewarding careers that studying life sciences at university lead to.,72000,2.5
4589,Environmental Challenges: Justice in Natural Resource Management,https://www.futurelearn.com/courses/environmental-challenges-justice,Future Learn,Non defined,Non defined,Non defined,Non defined,How do we ensure that the difficult decisions about the management of natural resources are just and fair for all?,72000,2.5
4590,Fundamentals of Economics,https://www.futurelearn.com/courses/fundamentals-of-economics,Future Learn,Non defined,Non defined,Non defined,Non defined,Develop your knowledge of key economic concepts and learn how to analyse the financial markets and global economic issues.,144000,2.5
4592,Health Technology Assessment in Practice,https://www.futurelearn.com/courses/health-technology-assessment-in-practice,Future Learn,Non defined,Non defined,Non defined,Non defined,Explore the applications of health technology assessment across different contexts to learn how to use HTA in practice.,108000,2.5
4593,Health Technology Assessment: Definition and Method,https://www.futurelearn.com/courses/health-technology-assessment-definition-method,Future Learn,Non defined,Non defined,Non defined,Non defined,Delve into the methods of health technology assessment (HTA) to learn how this tool can help make better healthcare decisions.,108000,2.5
4594,Scarcity and Resources in Healthcare,https://www.futurelearn.com/courses/scarcity-and-resources-in-healthcare,Future Learn,Non defined,Non defined,Non defined,Non defined,Learn to think like a health economist to understand the mechanisms of the market and the challenges to the healthcare system.,108000,2.5
4595,Electrical Industry: Production and Economics,https://www.futurelearn.com/courses/electrical-industry-production-and-economics,Future Learn,Non defined,Non defined,Non defined,Non defined,"Understand how the electricity system has developed over time, see what the future holds and the need to move to decarbonisation.",144000,2.5
4596,Medical Equipment Donations to Low Resource Settings,https://www.futurelearn.com/courses/sustainable-solutions-in-low-resource-healthcare-settings,Future Learn,Non defined,Non defined,Non defined,Non defined,"Learn how to plan a medical equipment donation to a low-resource setting that's appropriate, sustainable, and has a real impact.",72000,2.5
4597,Risk Management in the Global Economy,https://www.futurelearn.com/courses/risk-management,Future Learn,Non defined,Non defined,Non defined,Non defined,What is risk? This free course examines the financial markets and the role that risk management tools play in the global economy.,144000,2.5
4599,Combatting Corrosion: An Introduction to SOCORRO,https://www.futurelearn.com/courses/combating-corrosion-an-introduction-to-socorro,Future Learn,Non defined,Non defined,Non defined,Non defined,"Gain an understanding of corrosion and how ground-breaking solutions are tackling the problem to save time, money, and lives.",72000,2.5
4605,An Introduction to Electronic Engineering,https://www.futurelearn.com/courses/an-introduction-to-electronic-engineering,Future Learn,Non defined,Non defined,Non defined,Non defined,Prepare for further study and a career in the electronics sector by exploring electronic technology in context.,108000,2.5
4606,Introduction to Maintenance Engineering,https://www.futurelearn.com/courses/introduction-to-maintenance-engineering,Future Learn,Non defined,Non defined,Non defined,Non defined,"Balance reliability, management, and company performance as a maintenance engineer.",108000,2.5
4611,Engineering the Future: Creating the Amazing,https://www.futurelearn.com/courses/creating-the-amazing-engineering-the-future,Future Learn,Non defined,Non defined,Non defined,Non defined,"Learn more about the fascinating world of engineering, and discover where an engineering degree could take you.",108000,2.5
4612,An Introduction to Digital Manufacturing and 3D Printing,https://www.futurelearn.com/courses/getting-started-with-digital-manufacturing,Future Learn,Non defined,Non defined,Non defined,Non defined,"Gain an insight into the world of 3D printing, and understand the relationship between digital manufacturing and industry 4.0.",72000,2.5
4613,Principles of Engineering,https://www.futurelearn.com/courses/principles-of-engineering,Future Learn,Non defined,Non defined,Non defined,Non defined,"Gain a fascinating introduction to engineering principles and learn about key engineering skills, processes, and technologies. ",144000,2.5
4614,Ideation: The First Step in Engineering Design,https://www.futurelearn.com/courses/ideation-in-engineering-design,Future Learn,Non defined,Non defined,Non defined,Non defined,"See why ideation is so essential in engineering design, and learn the steps that ensure it’s done properly.",108000,2.5
4615,Additive Manufacturing and 3D Printing: Costs Structures and Benefits,https://www.futurelearn.com/courses/costs-and-benefits-in-additive-manufacturing-economic-feasibility-and-implications,Future Learn,Non defined,Non defined,Non defined,Non defined,Discover the applications and potential of metal additive manufacturing when used with other technologies in the process chain.,144000,2.5
4616,Introduction to Metal Additive Manufacturing (AM) Technology,https://www.futurelearn.com/courses/general-introduction-to-metal-additive-manufacturing,Future Learn,Non defined,Non defined,Non defined,Non defined,"Enhance your knowledge of metal additive manufacturing (AM) technology, as well as metal AM applications and materials.",108000,2.5
4617,Additive Manufacturing for Business: Practices and Ecosystem,https://www.futurelearn.com/courses/business-opportunities-in-additive-manufacturing,Future Learn,Non defined,Non defined,Non defined,Non defined,"_x000D_
Explore the additive manufacturing (AM) ecosystem and discover why AM should be used in your company.",108000,2.5
4619,Drone Safety for Managers (UK),https://www.futurelearn.com/courses/drone-safety-for-managers-uk,Future Learn,Non defined,Non defined,Non defined,Non defined,Learn how to manage the legal and safety requirements for using drone technology under UK laws,72000,2.5
4621,Technical Report Writing for Engineers,https://www.futurelearn.com/courses/technical-report-writing-for-engineers,Future Learn,Non defined,Non defined,Non defined,Non defined,Get an introduction to technical report writing. Find out how to communicate your ideas through well-written engineering reports.,216000,2.5
4625,"Electrical Engineering: Sensing, Powering and Controlling",https://www.futurelearn.com/courses/electrical-engineering,Future Learn,Non defined,Non defined,Non defined,Non defined,Get a taste of an electrical engineering degree. Build your confidence in communicating ideas and using technical vocabulary.,108000,2.5
4626,Laser Safety Awareness,https://www.futurelearn.com/courses/laser-safety-awareness,Future Learn,Non defined,Non defined,Non defined,Non defined,Understand the hazards of laser beams and laser protection in order to meet the legal requirements for laser safety training.,108000,2.5
4633,"Frontier Physics, Future Technologies",https://www.futurelearn.com/courses/frontier-physics-future-technologies,Future Learn,Non defined,Non defined,Non defined,Non defined,Expand your understanding of modern physics and discover how we can solve societal problems by developing future technologies.,108000,2.5
4634,"Physics, Astronomy, and Space: Teaching Secondary Science",https://www.futurelearn.com/courses/earth-and-space-physics-teaching-secondary-science,Future Learn,Non defined,Non defined,Non defined,Non defined,"Upgrade your secondary science lessons, boost your knowledge of space physics, and help students build key career skills.  ",108000,2.5
4635,Ultrasound Imaging: What Is Inside?,https://www.futurelearn.com/courses/ultrasound-imaging,Future Learn,Non defined,Non defined,Non defined,Non defined,"What is an ultrasound scan, and how do they work? Discover the science of ultrasound and understand its clinical uses.",216000,2.5
4640,Statistical Shape Modelling: Computing the Human Anatomy,https://www.futurelearn.com/courses/statistical-shape-modelling,Future Learn,Non defined,Non defined,Non defined,Non defined,"Learn the technology of modelling, as used in computational face recognition or in surgeries, with this free online course._x000D_
",288000,2.5
4645,The Online Educator: People and Pedagogy,https://www.futurelearn.com/courses/the-online-educator,Future Learn,Non defined,Non defined,Non defined,Non defined,"Design engaging courses, make your teaching more inclusive, navigate online research ethics and shape your digital identity.",144000,2.5
4646,Blended and Hybrid Learning Design in Higher Education,https://www.futurelearn.com/courses/blended-and-hybrid-learning-design-in-higher-education,Future Learn,Non defined,Non defined,Non defined,Non defined,"Delve into theories of learning, teaching, and technology to design more effective and engaging blended and hybrid courses.",180000,2.5
4647,How to Use Classroom 200,https://www.futurelearn.com/courses/how-to-use-classroom-200,Future Learn,Non defined,Non defined,Non defined,Non defined,Learn all you need to know about using the ABRSM’s online music teaching resource Classroom 200.,108000,2.5
4648,Improve Student Assessment with Microsoft Forms,https://www.futurelearn.com/courses/facilitating-teaching-and-learning-with-microsoft-teams-and-onenote-class-notebooks-sc,Future Learn,Non defined,Non defined,Non defined,Non defined,Learn how to integrate Microsoft Forms into your teaching practices to strengthen your lessons with improved assessments.,108000,2.5
4649,A Digital Edge: Essentials for the Online Learner,https://www.futurelearn.com/courses/a-digital-edge-essentials-for-the-online-learner,Future Learn,Non defined,Non defined,Non defined,Non defined,"Thrive at university and build the skills you need to get the most out of online, digital and hybrid university learning.",72000,2.5
4650,Blended Learning Essentials: Embedding Your Practice,https://www.futurelearn.com/courses/blended-learning-embedding-practice,Future Learn,Non defined,Non defined,Non defined,Non defined,"24,977 enrolled on this course",108000,2.5
4651,Blended Learning Essentials: Getting Started,https://www.futurelearn.com/courses/blended-learning-getting-started,Future Learn,Non defined,Non defined,Non defined,Non defined,"53,691 enrolled on this course",180000,2.5
4653,Being a Flexible Music Teacher,https://www.futurelearn.com/courses/being-a-flexible-music-teacher,Future Learn,Non defined,Non defined,Non defined,Non defined,Improve your teaching approach by developing strategies and skills for learning with this music teaching course from ABRSM.,144000,2.5
4654,Teaching Digital Skills for Sustainable Education,https://www.futurelearn.com/courses/teaching-digital-skills-for-sustainable-education,Future Learn,Non defined,Non defined,Non defined,Non defined,"1,636 enrolled on this course",72000,2.5
4656,Blended and Online Learning Design,https://www.futurelearn.com/courses/blended-and-online-learning-design,Future Learn,Non defined,Non defined,Non defined,Non defined,Learn to develop the best pedagogy for your students using blended and online learning methods.,108000,2.5
4657,Learning During and After COVID-19: Developing Online Education Programmes,https://www.futurelearn.com/courses/learning-during-and-after-covid-19-adapting-education-programmes-in-culture-and-heritage-settings-in-aotearoa-new-zealand,Future Learn,Non defined,Non defined,Non defined,Non defined,Adapt your education programmes in settings beyond the classroom and learn how to develop virtual experiences to support learners.,144000,2.5
4658,Instructional Design and Technology for Society,https://www.futurelearn.com/courses/instructional-design-and-technology-for-the-society,Future Learn,Non defined,Non defined,Non defined,Non defined,Master the basics of instructional design and how you can use your skills to become a socially responsible instructional designer.,72000,2.5
4659,Teaching English Online,https://www.futurelearn.com/courses/online-tutoring,Future Learn,Non defined,Non defined,Non defined,Non defined,Learn how to transfer your teaching skills to an online context and start teaching English online. ,144000,2.5
4660,Using Film to Teach Literacy Online and in the Classroom,https://www.futurelearn.com/courses/using-film-for-literacy-teaching,Future Learn,Non defined,Non defined,Non defined,Non defined,Explore the inspiring ways in which film can be used to deliver literacy learning for school students.,72000,2.5
4661,Best Practice for Education:  Professional Development Showcase,https://www.futurelearn.com/courses/study-melbourne,Future Learn,Non defined,Non defined,Non defined,Non defined,"8,057 enrolled on this course",144000,2.5
4662,How to Create an Online Course,https://www.futurelearn.com/courses/how-to-create-an-online-course,Future Learn,Non defined,Non defined,Non defined,Non defined,Discover key skills and practical tools to create engaging online learning experiences.,72000,2.5
4663,Grow Your Workforce: How to Teach Adult Learners,https://www.futurelearn.com/courses/growing-a-sustainable-workforce-facilitating-deeper-learning-for-adult-learners,Future Learn,Non defined,Non defined,Non defined,Non defined,Discover techniques to successfully teach adults as part of your role in training staff or for an exciting career in andragogy.,144000,2.5
4664,Leadership of Education Technology in Schools,https://www.futurelearn.com/courses/education-technology-leadership-in-schools,Future Learn,Non defined,Non defined,Non defined,Non defined,"Essential for school leaders who are developing, communicating and implementing technology strategies in their education setting.",144000,2.5
4666,Using Virtual Scenarios to Create Effective Learning,https://www.futurelearn.com/courses/virtual-scenario,Future Learn,Non defined,Non defined,Non defined,Non defined,Learn how to use virtual scenarios to help people practice their decision making and prepare for real world challenges.,108000,2.5
4667,Digital Learning Toolkit: Resources for Successful Online Teaching,https://www.futurelearn.com/courses/digital-learning-toolkit,Future Learn,Non defined,Non defined,Non defined,Non defined,Learn how you can devise and lead a digital learning experience with the help of these online teaching tools and resources.,180000,2.5
4668,Making Blended Education Work,https://www.futurelearn.com/courses/making-blended-education-work,Future Learn,Non defined,Non defined,Non defined,Non defined,Explore challenges and advance blended learning practices in higher education.,180000,2.5
4669,Dyslexia and Foreign Language Teaching,https://www.futurelearn.com/courses/dyslexia,Future Learn,Non defined,Non defined,Non defined,Non defined,"Learn more about dyslexia, and gain practical teaching tools and insights to help dyslexic students learn foreign languages.",144000,2.5
4671,Supporting Adult and Adolescent Students with Dyslexia,https://www.futurelearn.com/courses/supporting-adult-and-adolescent-students-with-dyslexia,Future Learn,Non defined,Non defined,Non defined,Non defined,"Learn about the impacts and challenges of dyslexia, and how we can make education more accessible to dyslexic students.",144000,2.5
4672,Exploring Gender Equality in Education,https://www.futurelearn.com/courses/exploring-gender-equality-education,Future Learn,Non defined,Non defined,Non defined,Non defined,"5,910 enrolled on this course",108000,2.5
4673,Exploring Teaching and Assessment for Higher Education,https://www.futurelearn.com/courses/exploring-teaching-assessments-higher-education,Future Learn,Non defined,Non defined,Non defined,Non defined,Discover new approaches to teaching and assessing students and understand how to effectively support their learning.,72000,2.5
4676,Interfaith Dialogue for Combating Extremism among Young People,https://www.futurelearn.com/courses/interfaith-dialogue,Future Learn,Non defined,Non defined,Non defined,Non defined,Explore the role of interfaith education in preventing forms of violent extremism and building resilient communities.,108000,2.5
4677,"Education for All: Disability, Diversity and Inclusion ",https://www.futurelearn.com/courses/education-for-all,Future Learn,Non defined,Non defined,Non defined,Non defined,"Discover ways to make education more inclusive, especially in areas where resources are limited. _x000D_
_x000D_
",216000,2.5
4678,Best Practices for Culture and Heritage Education in Aotearoa New Zealand,https://www.futurelearn.com/courses/best-practices-in-culture-and-heritage-education-in-aotearoa-new-zealand-,Future Learn,Non defined,Non defined,Non defined,Non defined,"Explore teaching and learning strategies to improve education beyond the classroom, particularly in culture and heritage settings.",216000,2.5
4681,Attention and Autism,https://www.futurelearn.com/courses/attention-and-autism,Future Learn,Non defined,Non defined,Non defined,Non defined,Develop your insight and skills to better understand how attention works in autistic people.,144000,2.5
4683,"Enriching curriculum through culture and heritage in Aotearoa, New Zealand",https://www.futurelearn.com/courses/enriching-curriculum-through-culture-and-heritage-in-aotearoa-new-zealand,Future Learn,Non defined,Non defined,Non defined,Non defined,"Investigate how culture and heritage educators can support learning within the bicultural, educational landscape of Aotearoa.",144000,2.5
4684,Transforming Education in Challenging Environments,https://www.futurelearn.com/courses/transforming-education,Future Learn,Non defined,Non defined,Non defined,Non defined,Discover practical ways teachers can transform the education of children and young people living in conflict-affected contexts.,144000,2.5
4688,Inclusive Education: Essential Knowledge for Success,https://www.futurelearn.com/courses/inclusive-education,Future Learn,Non defined,Non defined,Non defined,Non defined,"Discover what inclusive education really is, explore its benefits and learn to implement it at system, school and classroom level.",72000,2.5
4691,TESOL Strategies: Supporting ESL Students in Mainstream Classrooms,https://www.futurelearn.com/courses/tesol-strategies,Future Learn,Non defined,Non defined,Non defined,Non defined,"Learn the basic principles, considerations and strategies for cultivating a rich language-learning environment",108000,2.5
4692,The Museum as a Site and Source for Learning,https://www.futurelearn.com/courses/museum-learning,Future Learn,Non defined,Non defined,Non defined,Non defined,Explore the purpose of museums today and find how they facilitate learning.,108000,2.5
4693,Promoting Democracy in the Classroom: A Practical Guide for Teachers,https://www.futurelearn.com/courses/promoting-democracy-a-guide-for-teachers,Future Learn,Non defined,Non defined,Non defined,Non defined,Discover how teachers can promote a culture of democracy in the classroom.,108000,2.5
4694,Learning Through Play with LEGO® Braille Bricks,https://www.futurelearn.com/courses/learning-braille-through-play-with-lego-braille-bricks,Future Learn,Non defined,Non defined,Non defined,Non defined,Educators are currently active on this course,288000,2.5
4695,Social Learning and Collaboration in School: Learning to thrive through play,https://www.futurelearn.com/courses/social-learning-collaboration-in-school,Future Learn,Non defined,Non defined,Non defined,Non defined,"5,602 enrolled on this course",108000,2.5
4699,The Right to Education: Breaking Down the Barriers,https://www.futurelearn.com/courses/right-to-education,Future Learn,Non defined,Non defined,Non defined,Non defined,"How can we support those who are marginalised and excluded from education? Does education for all, mean all? ",108000,2.5
4701,Coaching in Education: Addressing the Need for Deep Communication,https://www.futurelearn.com/courses/transformation-creates-contemporary-leaders,Future Learn,Non defined,Non defined,Non defined,Non defined,"Become better equipped to communicate as a teacher, leader, or manager to help people reach their goals.",144000,2.5
4704,Plurilingual Classrooms in Action,https://www.futurelearn.com/courses/plurilingual-classrooms-in-action,Future Learn,Non defined,Non defined,Non defined,Non defined,Develop your understanding of learning and teaching languages to explore the transformative role of languages in education.,144000,2.5
4705,English Grammar for Teachers,https://www.futurelearn.com/courses/english-grammar-for-teachers,Future Learn,Non defined,Non defined,Non defined,Non defined,657 enrolled on this course,216000,2.5
4709,Teacher Training: Choosing the Right PGCE for You,https://www.futurelearn.com/courses/teacher-training-pgce,Future Learn,Non defined,Non defined,Non defined,Non defined,Find the right path into teaching for you and get the chance to build the confidence and skills you need for working in teaching.,72000,2.5
